post_id,post_description
6911,"Pakistanis say they will move to Britain ""UK will pay us because we are refugees"" - Free Speech Time - @user"
6912,"@user Jungle Raj reemerge in Bihar&amp;WB.Now criminals will have a field day.Caste,illiteracy&amp;illegal migration played the trick for JD,TMC"
6913,#Filth @user #Nodaca #Deporthemall going to go turn on the phone now that you have to babysit that stupid gang behavior and idiotic graffiti. #Berkeley #CAdeservesbetter
6914,#Russia allocates $10mn to UN agency for Palestine refugees...
6915,Cunt drowns Children because she's..A CUNT! Woman who feared deportation drowns baby and 5 -year -old via @user
6916,@user @user @user You’re hysterical promoting your own book since you are @user Y…
6917,#SanDiego #SanctuaryState #Immigrants #UnDocumented #ICE#California #Democrats have chosen 1. Criminals over the #safety of the people; and...
6918,Not all men are trash and the women that assume this are trash just like the men they are talking about
6919,"@user asked for a study to be done, then didn't like the results. #wewelcomerefugees"
6920,Tell us why u rape people too pussy
6921,I find this hysterical -the one thing I remember about my dad teaching me to drive was “WHAT THE FUCK ARE YOU WAITIN…
6922,"You are a LIAR and a FLOP, you skank hoe! Even Netflix doesn't want you LMAO"
6923,Tell us how big a #Slut you are and we tell the world!
6924,"Hundreds of migrants armed with sticks and homemade flamethrowers broke through the border fence in Ceuta, according to the Spanish Civil Guard. Over 100 migrants and 15 border agents were injured in the fight.  Well the Spanish are saying ""refugees welcome"" tourists are not..."
6925,"A legal immigrant leaves the US because her visa has not been renewed yet, and tons of people give her shit because of her stance against illegal immigration. Cuz Logic!!! @user Stay awesome, stay positive, we all love you."
6926,@user @user @user She is a filthy whore cunt. Didnt change her own name when she got married but…
6927,@user @user BITCH U NEED TO SHUT UR FUCKIN HOLE.. ENOUGH IS ENOUGH. #persist
6928,@user fuck you pussy suckin bitch.
6929,Why #WomenBoycottTwitter? because you act like Ms. Whore.
6930,"Frontex can help...w-accounting.ðŸ˜¬Migrant shuffling ðŸ”„ terrible precedentðŸ‘‰once migrants know others not being sent back, more will follow &amp; this never ends.Even #Italy seems content if other gullible leaders “share burden”.Does nothing to solve crisis.EU “running in circles”"
6931,"US VP arrives in Ecuador, meets Venezuelan migrants"
6932,"Canada will begin taking in American refugees of all nationalities and allowing them to seek refuge in Canada, or go back to their home nation if their home nation is hosting a refugee/repatriation program. Once stability is restored to America, Canada will return any refugees."
6933,Merkel: German govt is solid despite fight over migration
6934,My sexting be so fuckin hot that I turn my damn self on
6935,"Being “disrespectful”... or mitigating illegal immigration, drug cartels, MS-13 and people smuggling? Hmm... ðŸ¤” #LopezObradorPresidente"
6936,@user Yes. You need more RAM to speed up your processing + can always replace the graphics card
6937,It’s hard seeing someone you loved so much move on. But just remind yourself you are wonderful and he has a small dick.
6938,"The person on the left was an innocent American child, murdered needlessly! The person on the right is an ILLEGAL ALIEN who needlessly murdered the innocent American child on the left! #BuildItNow #BuildThatWall"
6939,"This guy is a lawyer and he is proud that he ""helps aliens become Americans ON PAPER""No assimilation, just on paper. #BuildTheWall #BuildThatWall #BuildTheDamnWall #StopOverdoses #Immigration should be for people who want to be #Americans#AmericaFirst"
6940,@user WHERE THE FUCK AM I U STUPID CUNT
6941,"You ever open Facebook and think 'Jesus Christ, these fuckin idiots again'? Cause same"
6942,Another one @user ?? #StopMassMigration #BuildTheWall #DeportThemAll #DeportIllegalAilens #NoAmnesty #NoDACA
6943,@user Its time to end #Democrats Dangerous #SanctuaryCities for Illegals that allow criminal illegal aliens to roam free in the U.S  #RedNationRising  #Trump #MAGA #California #Immigration #WalkAway
6944,"Pregnancy, Periods, Breast Cancer, Being Walked On, Rape, Harassment, Abuse...Females Go Through A Lot. WOMEN ARE STRONG ♥"
6945,"US State Department denies persecuted Assyrian Christians refugee status  ‘“ while admitting 4,425 Somalis to the..."
6946,"This year, we launched a new blog series called Frontline Reports to provide updates on the countries in which we work as they continue to evolve. Recently we outlined the family strengthening programs serving Syrian refugees in Jordan. Read more âž"
6947,"Birther, porn star and anchor baby-mama, Melanie 💩Rump @user has apparently broken ranks with the racist, sexual predator occupying 1600.  was that when she wore her signature #IreallyDoNotCare clothes to belittle the humanity of kidnapped incarcerated immigrant children? 🤔"
6948,She likes big  houses now she can accommodate lots of illegal immigrants
6949,If you havent hired a man over a woman in the workplace due to SMARTNESS I don't want to even KNOW you. Men are SMARTER it's a FACT. #menS;;
6950,"Instead of going on twitter and saying Not All Men, go out into your constituency to help the women who are raped, abused, & harassed daily."
6951,I FUCKUNG GET TWEETS FROM FANS IF THAT PIECE OF SHIT WHORE SLUT DISGUSTING HUMAN BEING ABOUT HER NEW SONG FUUUUUUUUUUUUUUUUUCK
6952,"Pepsi's first female CEO Indra Nooyi: ""Being an Indian immigrant got me attention because I was often the only colored person in the room. That got me attention but I had to work harder to prove color and gender actually should not be counted against me"" #tictocnews"
6953,"Then no need to even buy your products, no biggie, love our Trump period @user @user #BuildTheWall #LockThemUp #EndDACA now !!!!!!!!!!!"
6954,"@user @user @user as #POTUS was the biggest threat to #freedomofpress and #truth that there has ever been. #TwoFaced self absorbed #Pompous #POS. Well @user is rebuilding the ""Arc of history"". #MoveOn #MoveForward #MAGA #PUR"
6955,"Ladies you need to realize something. You may have a boyfriend, but unless there's a ring, you're still fair game ;) #WomenSuck"
6956,@user @user @user Soooo we just accept the systematic rape and abuse of women & girls? Don't think so a**hat.
6957,"lmao you guys i remember when someone hacked my twitter, called me a whore and shit and tried to say it wasn’t them."
6958,@user Guess who will not be elected if they do not stop immigration now blame Germany the bankrupt country blame lies at their door
6959,Colorado: Iraqi immigrant who shot cop in the head evaded deportation despite a string of crimes via @user
6960,#Nagaland Deploys More Troops on Assam Border to Check Influx of Immigrants via @user
6961,When your one night stand asks you if you wanna go to brunch
6962,@user over 1500 sexual assaults from 2000 Islamic refugees less than Half a % caught Laughing villains leaving the court free help
6963,"@user To the girl cop who I caught looking through my window, While my car was parked. Suck my whole dick and die hoe."
6964,Immigrants should go to @user home in San Francisco bc She believes in #OpenBorders She shouldn't have a problem
6965,"#auspolWe don't want more migrants anywhere in Australia, you have destroyed our cities by changing the culture, our lifestyles and the Australian way of life, NO, WE THE PEOPLE WILL NOT ALLOW YOU TO DO THE SAME IN REGIONAL AREAS. #STOPimmigrationNOW Turnbull cannot be trusted !"
6966,Pathetic is not attractive
6967,@user Dutch woman looking at him like you cunt
6968,"@user Instead of Getting Obamas ,Autograph and fine dining with the EU nobs he should be on a Listening skills course no EU ,migrants"
6969,Oh You Cunt! It's 9:30AM
6970,When you're out to eat with your girl and the waitress knows you by name
6971,By now you have probably heard of immigrant families being separated at the U.S.-Mexico border. Given the complex environment we have set up a “Family Reunification Fund” which will give us flexibility to respond as the situation changes. Donate âž
6972,"The #refugee status of 7 millions of #Palestinians cant be by a zionist conspirator like #JaredKushner. The United Nations for relief work agency #UNRWA was officially established by UN in 1950s to help #Palestinian #refugees,officials its work was tangible for peace process."
6973,#migrants #KeepFamiliesTogether #protests #Freedom #Democracy #IllegalImmigrants
6974,1/ The UK no longer needs immigration.
6975,@user - Rather belated condolences on your mother's passing away. Good that you have been by her side in her last moments. Sai ram
6976,@user Aussies first. Refugees are best kept closer to compatibles and their homes to where they can return after conflict. Bringing one refugee to Australia deprives 9 other refugees of aforementioned safety.
6977,@user @user Beaucoup de petits restaurateurs embauchent des migrants...
6978,"Trump will say no money was given. And it was ""in US best interest"" next. His voters will accept. Out of immigrant hate-tax cuts for rich support. The ignorence?"
6979,raevin if you see pink and white you smoking dick
6980,"@user @user Exactly! They're cracking down on child trafficking, so ""Its too dangerous"" to get them back! #BUILDTHATWALL!!!!"
